,title,genres,year,type,originals,description,everything
1493,Jackass Presents: Bad Grandpa .5,comedy,2014,movie,0,"Bad Grandpa .5 gives you a whole new perspective on the world of Irving Zisman with bonus scenes and pranks also featuring Spike Jonze as ""Gloria"" and Catherine Keener as Irving's wife ""Ellie"", plus a look at the evolution of Johnny Knoxville's naughty alter-ego, the makeup effects, and a behind-the-scenes peek at the idiocy it takes to make a hidden camera movie in public.","Bad Grandpa .5 gives you a whole new perspective on the world of Irving Zisman with bonus scenes and pranks also featuring Spike Jonze as ""Gloria"" and Catherine Keener as Irving's wife ""Ellie"", plus a look at the evolution of Johnny Knoxville's naughty alter-ego, the makeup effects, and a behind-the-scenes peek at the idiocy it takes to make a hidden camera movie in public. comedy"
1494,Jackie: A Tale of Two Sisters,documentary,2017,movie,0,"Rachael Stirling narrates this multifaceted portrait of former First Lady Jacqueline Kennedy Onassis and her younger sister, Lee Radziwill.","Rachael Stirling narrates this multifaceted portrait of former First Lady Jacqueline Kennedy Onassis and her younger sister, Lee Radziwill. documentary"
1495,Jack of all Trades,documentary,2018,movie,0,"In the late 80's/early 90's North America's favorite pastime was collecting baseball cards. People would invest millions, in this game of pirates treasure, by putting their mint condition gold in plastic sleeves, locking it away and hoping it's value would continue to rise year after year. Unfortunately, this house of cards would soon collapse, leaving the pieces of cardboard along with the hopes and dreams of fathers and sons worthless. Stu Stone was one of those sons, and his relationship with his father Jack, who was in the card business, would crumble with the industry. 25 years later, Stu is on a mission to discover why his beloved baseball cards are worth nothing more than the memories they hold of a happy childhood. What he didn't plan on finding though, was the most elusive card of them all, his father Jack.","In the late 80's/early 90's North America's favorite pastime was collecting baseball cards. People would invest millions, in this game of pirates treasure, by putting their mint condition gold in plastic sleeves, locking it away and hoping it's value would continue to rise year after year. Unfortunately, this house of cards would soon collapse, leaving the pieces of cardboard along with the hopes and dreams of fathers and sons worthless. Stu Stone was one of those sons, and his relationship with his father Jack, who was in the card business, would crumble with the industry. 25 years later, Stu is on a mission to discover why his beloved baseball cards are worth nothing more than the memories they hold of a happy childhood. What he didn't plan on finding though, was the most elusive card of them all, his father Jack. documentary"
1496,Jackpot,comedy,2015,movie,0,"Inspired by a true story, Jackpot (Trúng Số) is a heartfelt comedy.","Inspired by a true story, Jackpot (Trúng Số) is a heartfelt comedy. comedy"
1497,Jack Whitehall: At Large,No info,2017,movie,1,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.","Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson. No info"
1498,Jack Whitehall: Christmas with my Father,comedy,2019,movie,1,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests.","Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests. comedy"
1499,Jacob's Ladder,"horror,mystery,thriller,drama",2019,movie,0,"After losing his brother in combat, Jacob Singer returns home from Afghanistan -- only to be pulled into a mind-twisting state of paranoia. Singer soon realizes that his sibling is alive but life is not what it seems.","After losing his brother in combat, Jacob Singer returns home from Afghanistan -- only to be pulled into a mind-twisting state of paranoia. Singer soon realizes that his sibling is alive but life is not what it seems. horror,mystery,thriller,drama"
1500,Jagat,"crime,drama,family",2015,movie,0,"Set in the early 1990’s, a critical period in Malaysian Indian history, the story subtly underlines the plight of the Indian Malaysians. Forsaken by the estate owners who had employed them for generations and systematically marginalized, they are forced to move to the cities and survive under harsh circumstances. Left out of the nation’s urbanization and development plans, many live in squatters and work at minimum wage jobs…","Set in the early 1990’s, a critical period in Malaysian Indian history, the story subtly underlines the plight of the Indian Malaysians. Forsaken by the estate owners who had employed them for generations and systematically marginalized, they are forced to move to the cities and survive under harsh circumstances. Left out of the nation’s urbanization and development plans, many live in squatters and work at minimum wage jobs… crime,drama,family"
1501,Jagga Jasoos,"action-and-adventure,comedy,mystery,thriller,romance,musical",2017,movie,0,A gifted teenage detective searches for his missing father with his ladylove assistant.,"A gifted teenage detective searches for his missing father with his ladylove assistant. action-and-adventure,comedy,mystery,thriller,romance,musical"
1502,Jail,"drama,horror",2009,movie,0,Parag Dixit is living a dream life with a great job and his loving girlfriend Mansi! However things take an ugly turn when after a series of unfortunate events he suddenly wakes up in jail; handcuffed and randomly beaten up by the cops.,"Parag Dixit is living a dream life with a great job and his loving girlfriend Mansi! However things take an ugly turn when after a series of unfortunate events he suddenly wakes up in jail; handcuffed and randomly beaten up by the cops. drama,horror"
1503,Jailbreak,"action-and-adventure,comedy",2017,movie,0,"What started as a simple escort mission will soon turn to chaos as the prisoners of Koh Kla take over the prison grounds. A special task force [Jean-Paul Ly, Dara Our, Tharoth Sam] gets trapped in the prison will have to fight their way out for survival, to protect a key witness [Savin Phillip].","What started as a simple escort mission will soon turn to chaos as the prisoners of Koh Kla take over the prison grounds. A special task force [Jean-Paul Ly, Dara Our, Tharoth Sam] gets trapped in the prison will have to fight their way out for survival, to protect a key witness [Savin Phillip]. action-and-adventure,comedy"
1504,Jai Mummy Di,"comedy,drama,romance",2020,movie,0,A couple undergo the trials and tribulations of getting married due to the crazy dynamics of their respective mothers.,"A couple undergo the trials and tribulations of getting married due to the crazy dynamics of their respective mothers. comedy,drama,romance"
